version_group_id,language_id,move_id,name,description
24,1,45,なきごえ,かわいいなきごえを聞かせて油断させ\n少しのあいだ相手の攻撃を下げる。
24,1,46,ほえる,大きな声を出して驚かせ\n相手を後ろに大きくふきとばす。
24,1,47,うたう,心地好い　きれいな\n歌声を聞かせて\n相手をねむけ状態にする。
24,1,48,ちょうおんぱ,特殊な音波を体から発して\n相手を混乱させる。
24,1,52,ひのこ,小さな炎を発射して攻撃する。\n相手をやけど状態にすることもある。
24,1,53,かえんほうしゃ,激しい炎を発射して攻撃する。\n相手をやけど状態にすることもある。
24,1,54,しろいきり,白い霧で周囲をおおう。\n霧の中にいるポケモンは\n相手に能力を下げられない。
24,1,55,みずでっぽう,水を勢いよく\n相手に発射して攻撃する。
24,1,56,ハイドロポンプ,大量の水を激しい勢いで\n相手に発射して攻撃する。
24,1,57,なみのり,大きな波で\n周りにいるものを攻撃する。
24,1,58,れいとうビーム,凍えるビームを\n発射して攻撃する。\n相手をこおり状態にすることもある。
24,1,59,ふぶき,激しい吹雪を\n吹きつけて攻撃する。\n相手をこおり状態にすることもある。
24,1,60,サイケこうせん,不思議な光線を\n発射して攻撃する。\n相手を混乱させることもある。
24,1,61,バブルこうせん,泡を勢いよく\n発射して攻撃する。\n相手の動きを遅くすることもある。
24,1,63,はかいこうせん,強い光線を\n相手に発射して攻撃する。\n少しのあいだ反動で動けなくなる。
24,1,64,つつく,鋭くとがったくちばしや　つので\n相手を突いて攻撃する。
24,1,71,すいとる,養分を吸い取り攻撃する。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,73,やどりぎのタネ,タネを植えつけて\n相手のＨＰを少しずつ吸い取り\n自分のＨＰを回復する。
24,1,74,せいちょう,体を一気に\n大きく生長させて\n少しのあいだ自分の攻撃と特攻を上げる。
24,1,75,はっぱカッター,はっぱを飛ばして\n相手を切りつけて攻撃する。\n急所に当たりやすい。
24,1,76,ソーラービーム,光をいっぱいに集め\n発射して攻撃する。\n攻撃するまで時間がかかる。
24,1,77,どくのこな,毒のある粉を\nたくさんふりまいて\n相手を毒状態にする。
24,1,78,しびれごな,しびれる粉を\nたくさんふりまいて\n相手をまひ状態にする。
24,1,79,ねむりごな,眠くなる粉を\nたくさんふりまいて\n相手をねむけ状態にする。
24,1,80,はなびらのまい,３回連続で\n花をまきちらして相手を攻撃する。\nまきちらしたあとは混乱する。
24,1,81,いとをはく,口から吹きだした糸をまきつけて\n少しのあいだ相手の動きを遅くする。
24,1,83,ほのおのうず,激しく渦をまく炎で相手を囲み\n中にいる相手にダメージを与えつづける。
24,1,84,でんきショック,電気の刺激を\n浴びせて攻撃する。\n相手をまひ状態にすることもある。
24,1,85,１０まんボルト,強い電撃を\n浴びせて攻撃する。\n相手をまひ状態にすることもある。
24,1,86,でんじは,弱い電撃を浴びせることで\n相手をまひ状態にする。
24,1,87,かみなり,激しい雷を\n落として攻撃する。\n相手をまひ状態にすることもある。
24,1,88,いわおとし,小さな岩を持ちあげ\n相手に投げつけて攻撃する。
24,1,89,じしん,地震の衝撃で\n周りにいるものを攻撃する。
24,1,90,じわれ,大きな地割れの裂け目に\n相手を落として攻撃する。\n攻撃するまでとても時間がかかる。
24,1,91,あなをほる,地面に潜って姿を消し\n少ししてから相手をめがけて攻撃する。
24,1,92,どくどく,相手を猛毒の状態にする。\n時間がたつほど\n毒のダメージが増えていく。
24,1,93,ねんりき,弱い念力を\n相手に送って攻撃する。\n相手を混乱させることもある。
24,1,94,サイコキネシス,強い念力を\n相手に送って攻撃する。\n相手の特防を下げることもある。
24,1,95,さいみんじゅつ,眠気を誘う暗示をかけて\n相手をねむけ状態にする。
24,1,97,こうそくいどう,力をぬいて体を軽くし高速で動く。\n少しのあいだ自分の動きを速くする。
24,1,98,でんこうせっか,目にも留まらぬ\nものすごい速さで相手につっこむ。
24,1,100,テレポート,トレーナーの近くに瞬間移動する。
24,1,102,ものまね,相手が最後に使った技を\nものまねして同じ技で攻撃する。
24,1,103,いやなおと,おもわず耳をふさぎたくなる\nいやな音をだして\nしばらくのあいだ相手の防御を下げる。
24,1,104,かげぶんしん,素早い動きで分身をつくり\n相手の攻撃を回避する。
24,1,105,じこさいせい,細胞を再生させて\n自分のＨＰを回復する。
24,1,106,かたくなる,全身に力をこめて\n体を硬くして\n少しのあいだ自分の防御を上げる。
24,1,108,えんまく,煙や墨などを吹き上げて\n周囲を覆う。\n煙の中では野生のポケモンに見つからない。
24,1,109,あやしいひかり,怪しい光を\n相手にみせてまどわせる。\n相手を混乱させる。
24,1,113,ひかりのかべ,不思議なかべで　しばらくのあいだ\n相手から受ける特殊攻撃のダメージを弱める。\n交代しても効果は続く。
24,1,114,くろいきり,黒い霧で周囲を覆う。\n霧に触れたポケモン全員の\n能力変化をもとにもどす。
24,1,115,リフレクター,不思議なかべで　しばらくのあいだ\n相手から受ける物理攻撃のダメージを弱める。\n交代しても効果は続く。
24,1,116,きあいだめ,深く息を吸い　気合をこめる。\nしばらくのあいだ自分の攻撃が\n急所に当たりやすくなる。
24,1,118,ゆびをふる,指をふり自分の脳を刺激して\nたくさんの技のなかから\nどれか１つをくりだす。
24,1,120,じばく,爆発をおこして\n周りにいるものを攻撃する。\n使ったあと　ひんしになる。
24,1,122,したでなめる,長い舌で\nなめまわして攻撃する。\n相手をまひ状態にすることもある。
24,1,126,だいもんじ,大の字の炎で焼きつくす。\n相手をやけど状態にすることもある。
24,1,127,たきのぼり,すごい勢いで相手につっこむ。\n相手をひるませることもある。
24,1,129,スピードスター,星型の光を発射して\n相手を攻撃する。
24,1,130,ロケットずつき,頭をひっこめて少しのあいだ\n防御を上げた後つっこんで攻撃する。\n攻撃するまで時間がかかる。
24,1,133,ドわすれ,頭を　からにして\n一瞬なにかを忘れることで\nしばらくのあいだ自分の特防を上げる。
24,1,137,へびにらみ,おそろしい目つきで\n相手を睨んでおびえさせる。\n相手をまひ状態にする。
24,1,138,ゆめくい,ねむけ状態の相手の夢を食べて攻撃する。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,141,きゅうけつ,血を吸い取って攻撃する。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,143,ゴッドバード,力を溜めた後突進して相手を攻撃。\nたまにひるませ急所にも当たりやすい。\n攻撃するまで時間がかかる。
24,1,147,キノコのほうし,催眠効果のある\n胞子を自分の周りにパラパラとふりまき\n相手をねむけ状態にする。
24,1,150,はねる,攻撃もせずに\nピョンピョンと跳ねるだけで\nなにもおこらない……。
24,1,151,とける,細胞の変化で液状になり\nしばらくのあいだ自分の防御を上げる。
24,1,153,だいばくはつ,大きな爆発で\n周りにいるものを攻撃する。\n使ったあと　ひんしになる。
24,1,155,ホネブーメラン,手に持ったホネを\n２回連続で相手に投げつけ\nダメージを与える。
24,1,157,いわなだれ,大きな岩を激しく\nぶつけて攻撃する。\n相手をひるませることもある。
24,1,160,テクスチャー,自分のタイプを\nおぼえている技で\n一番上の技と同じタイプにする。
24,1,161,トライアタック,３つの光線で攻撃する。\nまひか　やけどか　こおり状態の\nどれかにすることがある。
24,1,162,いかりのまえば,鋭い前歯で\n激しく噛みついて攻撃する。\n相手のＨＰによってダメージが変わる。
24,1,163,きりさく,ツメやカマなどで\n相手を切り裂いて攻撃する。\n急所に当たりやすい。
24,1,164,みがわり,自分のＨＰを少し削って\n分身をだす。
24,1,165,わるあがき,[~ 165]
24,1,172,かえんぐるま,炎をまとって突進して攻撃。\n相手をやけど状態にすることもある。
24,1,174,のろい,少しのあいだ自分の動きが遅くなるかわりに\n攻撃と防御が上がる。\nゴーストタイプが使うと効果が変わる。
24,1,176,テクスチャー２,相手が最後に使った技に\n抵抗できるように\n自分のタイプを変化させる。
24,1,182,まもる,まもりを固め\n相手の攻撃をまったく受けない。
24,1,183,マッハパンチ,目にも留まらぬ　ものすごい速さで\nパンチをくりだす。
24,1,188,ヘドロばくだん,汚いヘドロを投げつけて攻撃する。\n相手を毒状態にすることもある。
24,1,191,まきびし,自分の正面にまきびしをしかける。\nまきびしを踏んだ相手にダメージを与える。
24,1,192,でんじほう,大砲のような\n電気を発射して攻撃する。\n相手を必ずまひ状態にする。
24,1,195,ほろびのうた,歌を聴いたポケモンは\nしばらくたつとひんしになる。\n交代すると効果はなくなる。
24,1,196,こごえるかぜ,凍てつく冷気を\n相手に吹きつけて攻撃する。\n少しのあいだ相手の動きを遅くする。
24,1,197,みきり,まもりを固め\n相手の攻撃をまったく受けない。
24,1,200,げきりん,激怒して攻撃する。\n技をだしたあと混乱する。
24,1,202,ギガドレイン,養分を吸い取り攻撃する。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,203,こらえる,攻撃をこらえる構えを取る。\nこらえているあいだＨＰを必ず１だけ残せる。
24,1,204,あまえる,かわいくみつめて油断を誘い\nしばらくのあいだ相手の攻撃を下げる。
24,1,205,ころがる,相手に向かって\n岩のように転がって攻撃する。
24,1,206,みねうち,相手のＨＰが\n必ず１だけ残るように\n手加減して攻撃する。
24,1,207,いばる,相手を怒らせて混乱させる。\n怒りで相手の攻撃は\nしばらくのあいだ上がってしまう。
24,1,209,スパーク,電気をまとい\n突進して攻撃する。\n相手をまひ状態にすることもある。
24,1,211,はがねのつばさ,硬い翼をたたきつけて攻撃する。\n自分の防御が上がることもある。
24,1,219,しんぴのまもり,不思議な力に守られて\nしばらくのあいだ状態異常にならなくなる。\n交代しても効果は続く。
24,1,223,ばくれつパンチ,こん身の力で\nパンチをくりだして攻撃する。\n相手を必ず混乱させる。
24,1,224,メガホーン,硬くてりっぱな　つのでおもいっきり\n相手を突き刺して攻撃する。
24,1,225,りゅうのいぶき,ものすごい息を\n吹きつけて攻撃する。\n相手をまひ状態にすることもある。
24,1,231,アイアンテール,硬い　しっぽで\n相手をたたきつけて攻撃する。\n相手の防御を下げることもある。
24,1,232,メタルクロー,鋼鉄のツメで\n相手を切り裂いて攻撃する。\n自分の攻撃が上がることもある。
24,1,234,あさのひざし,気持ちのいい日差しを浴びて\n自分のＨＰを回復する。
24,1,235,こうごうせい,光合成で栄養を作り\n自分のＨＰを回復する。
24,1,236,つきのひかり,静かな月の光を浴びて\n自分のＨＰを回復する。
24,1,239,たつまき,竜巻をおこして\n相手をまきこみ攻撃する。\n相手をひるませることもある。
24,1,242,かみくだく,鋭い歯で\n相手をかみくだいて攻撃する。\n相手の防御を下げることもある。
24,1,245,しんそく,目にも留まらぬものすごい速さで\n相手に突進して攻撃する。
24,1,246,げんしのちから,原始の力で攻撃する。\n自分のすべての\n能力が上がることがある。
24,1,247,シャドーボール,黒い影の塊を投げつけて攻撃する。\n相手の特防を下げることもある。
24,1,248,みらいよち,技を使った後しばらくして\n相手がいた場所に\n念力の塊を送って攻撃する。
24,1,249,いわくだき,パンチで攻撃する。\n相手の防御を下げることもある。
24,1,250,うずしお,激しく渦をまく水で相手を囲み\n中にいる相手にダメージを与えつづける。
24,1,252,ねこだまし,先制攻撃で相手をひるませる。\n戦闘に出たら\nすぐに出さないと成功しない。
24,1,257,ねっぷう,熱い息を\n吹きつけて攻撃する。\n相手をやけど状態にすることもある。
24,1,259,いちゃもん,相手に　いちゃもんをつけて\n同じ技を連続で出しにくくする。
24,1,261,おにび,不気味で怪しい炎を放って\n相手をやけど状態にする。
24,1,263,からげんき,自分が毒　まひ　やけど　ねむけ状態のとき\n相手にくりだすと\n技の威力が２倍になる。
24,1,268,じゅうでん,じゅうでん状態になって　次にだす\nでんきタイプの技の威力を上げる。\n少しのあいだ自分の特防も上がる。
24,1,269,ちょうはつ,相手を怒らせる。\n少しのあいだ相手は\nダメージを与える技しか出せなくなる。
24,1,273,ねがいごと,技を使った後しばらくして\n自分か入れ替わったポケモンの\nＨＰを回復する。
24,1,280,かわらわり,手刀を勢いよく振りおろして攻撃する。\nひかりのかべやリフレクターを破壊できる。
24,1,282,はたきおとす,相手の持ち物をはたき落として\n戦闘が終わるまで使えなくする。\n物を持つ相手にはダメージが増す。
24,1,295,ラスターパージ,まばゆい光を解放して攻撃する。\n相手の特防を下げることがある。
24,1,296,ミストボール,霧状の羽毛で包みこみ攻撃する。\n相手の特攻を下げることがある。
24,1,297,フェザーダンス,羽毛をふりまいて\n相手の体にからませる。\nしばらくのあいだ相手の攻撃を下げる。
24,1,299,ブレイズキック,攻撃した相手を\nやけど状態にすることがある。\n急所にも当たりやすい。
24,1,304,ハイパーボイス,うるさく響く大きな振動を\n相手に与えて攻撃する。
24,1,305,どくどくのキバ,毒のあるキバで\n相手にかみついて攻撃する。\n猛毒をおわせることがある。
24,1,307,ブラストバーン,爆発の炎で\n相手を焼きつくして攻撃する。\n少しのあいだ反動で動けなくなる。
24,1,308,ハイドロカノン,水の大砲を\n相手に発射して攻撃する。\n少しのあいだ反動で動けなくなる。
24,1,313,うそなき,ないたふりをして涙を流す。\nこまらせることで\nしばらくのあいだ相手の特防を下げる。
24,1,315,オーバーヒート,フルパワーで相手を攻撃する。\n使うと反動で\nしばらくのあいだ自分の特攻が下がる。
24,1,317,がんせきふうじ,岩石を投げつけて攻撃する。\n攻撃が当たると相手の動きを遅くする。\n当たらなかった岩はその場に残る。
24,1,318,ぎんいろのかぜ,風にりんぷんをのせて\n相手を攻撃する。自分の\nすべての能力が上がることがある。
24,1,319,きんぞくおん,金属をこすってでるような\nいやな音を聞かせる。\nしばらくのあいだ相手の特防を下げる。
24,1,325,シャドーパンチ,影にまぎれて\n素早くパンチをくりだす。
24,1,328,すなじごく,激しく吹きあれる砂あらしで相手を囲み\n中にいる相手にダメージを与えつづける。
24,1,329,ぜったいれいど,絶対零度の冷たさで相手を攻撃する。\n当たった相手はこおり状態になるが\n攻撃するまでとても時間がかかる。
24,1,330,だくりゅう,濁った水を\n相手に発射して攻撃する。\n少しのあいだ相手の動きを遅くする。
24,1,331,タネマシンガン,タネを勢いよく\n５回連続で発射して攻撃する。
24,1,332,つばめがえし,素早い動きで\n相手を翻弄して切りつける。
24,1,333,つららばり,５本の鋭い氷柱を\n一斉に発射して攻撃する。
24,1,334,てっぺき,皮膚を鉄のように硬くすることで\nしばらくのあいだ自分の防御を上げる。
24,1,337,ドラゴンクロー,鋭くとがった巨大なツメで\n相手を切り裂いて攻撃する。
24,1,338,ハードプラント,大きな樹木で\n相手をたたきつけて攻撃する。\n少しのあいだ反動で動けなくなる。
24,1,339,ビルドアップ,体に力をこめて筋肉をぶあつくすることで\n少しのあいだ自分の攻撃と防御を上げる。
24,1,340,とびはねる,空高く飛び跳ねて姿を消し\n少ししてから相手をめがけて攻撃する。\n相手をまひ状態にすることもある。
24,1,341,マッドショット,泥の塊を\n投げつけて攻撃する。\n少しのあいだ相手の動きを遅くする。
24,1,344,ボルテッカー,電気をまとって突進して攻撃。\n自分もダメージを受ける。\n相手をまひ状態にすることもある。
24,1,345,マジカルリーフ,相手を追跡する\n不思議な　はっぱをまきちらす。
24,1,347,めいそう,静かに精神を統一し\n心を鎮めることで\n少しのあいだ自分の特攻と特防を上げる。
24,1,348,リーフブレード,はっぱを剣のように操り\n相手を切りつけて攻撃する。\n急所に当たりやすい。
24,1,350,ロックブラスト,硬い岩石を\n５回連続で発射して攻撃する。
24,1,352,みずのはどう,水の振動を\n相手に与えて攻撃する。\n相手を混乱させることもある。
24,1,369,とんぼがえり,攻撃したあと\nものすごいスピードで\nトレーナーの近くにもどってくる。
24,1,370,インファイト,守りを捨てて\n相手のふところに突撃する。\n少しのあいだ自分の防御と特防が下がる。
24,1,377,かいふくふうじ,しばらくのあいだ\n相手は技や道具によって\nＨＰを回復できなくなる。
24,1,390,どくびし,自分の正面にどくびしをしかける。\nどくびしを踏んだ相手は毒状態になる。
24,1,392,アクアリング,自分の体の周りを\n水でつくったベールで　おおい\n少しずつＨＰを回復しつづける。
24,1,394,フレアドライブ,炎をまとって突進して攻撃。\n自分もダメージを受ける。\n相手をやけど状態にすることもある。
24,1,396,はどうだん,体の奥から波導の力を\n相手にうち放つ。
24,1,398,どくづき,毒にそまった触手や腕で突き刺す。\n相手を毒状態にすることもある。
24,1,399,あくのはどう,体から悪意にみちた\n恐ろしいオーラを発する。\n相手をひるませることがある。
24,1,400,つじぎり,一瞬の隙をついて\n相手を切りはらう。\n急所に当たりやすい。
24,1,402,タネばくだん,硬い殻をもつ大きなタネを\n上からたくさんたたきつけて\n相手を攻撃する。
24,1,403,エアスラッシュ,空をも切り裂く\n空気の刃で攻撃する。\n相手をひるませることもある。
24,1,404,シザークロス,カマやツメを　ハサミのように\n交差させながら相手を切り裂く。
24,1,405,むしのさざめき,振動で音波をおこして攻撃する。\n相手の特防を下げることもある。
24,1,406,りゅうのはどう,大きな口から衝撃波を\nまきおこして相手を攻撃する。
24,1,407,ドラゴンダイブ,すさまじい殺気で威圧しながら\n体当たりする。\n相手をひるませることもある。
24,1,408,パワージェム,宝石のように　きらめく光を発射して\n相手を攻撃する。
24,1,409,ドレインパンチ,こぶしから相手の力を吸い取る。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,410,しんくうは,こぶしをふって\n真空の波をまきおこし素早く攻撃する。
24,1,411,きあいだま,気合を高めて\nありったけの力を放出する。\n相手の特防を下げることもある。
24,1,412,エナジーボール,自然から集めた\n命の力を発射する。\n相手の特防を下げることもある。
24,1,413,ブレイブバード,はねを折りたたみ\n低空飛行で突撃する。\n自分もダメージを受ける。
24,1,414,だいちのちから,相手の足下へ大地の力を放出する。\n相手の特防を下げることもある。
24,1,416,ギガインパクト,持てる力をすべて使って\n相手に突撃する。\n少しのあいだ反動で動けなくなる。
24,1,417,わるだくみ,悪いことを考えて頭を活性化させて\nしばらくのあいだ自分の特攻を上げる。
24,1,418,バレットパンチ,弾丸のような速くて硬い\nパンチを相手にくりだす。
24,1,420,こおりのつぶて,氷の塊を一瞬でつくり\n相手に素早く放つ。
24,1,421,シャドークロー,影からつくった鋭いツメで\n相手を切り裂く。\n急所に当たりやすい。
24,1,422,かみなりのキバ,電気をためたキバでかみついて\n相手をひるませたり\nまひ状態にすることもある。
24,1,423,こおりのキバ,冷気をひめたキバでかみついて\n相手をひるませたり\nこおり状態にすることもある。
24,1,424,ほのおのキバ,炎をまとったキバでかみついて\n相手をひるませたり\nやけど状態にすることもある。
24,1,425,かげうち,影をのばして\n相手の背後から攻撃する。
24,1,427,サイコカッター,実体化させた\n心の刃で相手を切り裂く。\n急所に当たりやすい。
24,1,428,しねんのずつき,思念の力を\n額に集めて攻撃する。\n相手をひるませることもある。
24,1,430,ラスターカノン,体の光を一点に集めて力を放つ。\n相手の特防を下げることもある。
24,1,434,りゅうせいぐん,天空から隕石を相手に落とす。\n使うと反動で\nしばらくのあいだ自分の特攻が下がる。
24,1,435,ほうでん,まばゆい電撃で\n周りにいるものを攻撃する。\n相手をまひ状態にすることもある。
24,1,436,ふんえん,真っ赤な炎で\n周りにいるものを攻撃する。\n相手をやけど状態にすることもある。
24,1,437,リーフストーム,とがった　はっぱで相手に嵐をおこす。\n使うと反動で\nしばらくのあいだ自分の特攻が下がる。
24,1,438,パワーウィップ,ツタや触手を激しくふるって\n相手をたたきつけ攻撃する。
24,1,441,ダストシュート,汚いゴミをぶつけて攻撃する。\n相手を毒状態にすることもある。
24,1,442,アイアンヘッド,鋼のような\n硬い頭で攻撃する。\n相手をひるませることもある。
24,1,443,マグネットボム,相手に吸いつく\n鋼の爆弾を発射する。
24,1,444,ストーンエッジ,とがった岩を\n相手に突き刺して攻撃する。\n急所に当たりやすい。
24,1,446,ステルスロック,自分の正面に無数の岩を浮かべて\n触れた相手にダメージを与える。
24,1,451,チャージビーム,電撃の束を相手に発射する。\n電気をためて自分の\n特攻を上げることがある。
24,1,452,ウッドハンマー,硬い胴体を\n相手にたたきつけて攻撃する。\n自分もダメージを受ける。
24,1,453,アクアジェット,目にも留まらぬ　ものすごい速さで\n相手につっこむ。
24,1,457,もろはのずつき,命を懸けて　こん身の力で\n相手に　ずつきをする。\n自分もダメージを受ける。
24,1,458,ダブルアタック,しっぽなどを使い\n相手をたたいて攻撃する。\n２回連続で攻撃を繰り出す。
24,1,463,マグマストーム,相手の足元から\n激しく燃えたぎる炎の嵐を巻き起こし\n中にいる相手にダメージを与え続ける。
24,1,464,ダークホール,相手を暗黒の世界に送り　ねむけ状態にする。\nねむけ状態の相手へのダメージが増し\n与えたダメージのいくらかＨＰを回復できる。
24,1,466,あやしいかぜ,みのけもよだつ突風で\n相手を攻撃する。自分の\nすべての能力があがることがある。
24,1,473,サイコショック,不思議な念波を実体化して攻撃する。\n相手に物理的なダメージを与える。
24,1,480,やまあらし,強烈な一撃を\n相手にくりだす。攻撃は\n必ず急所に当たる。
24,1,482,ヘドロウェーブ,ヘドロの波で\n周りにいるものを攻撃する。\n相手を毒状態にすることもある。
24,1,484,ヘビーボンバー,重たい体で\n相手にぶつかって攻撃する。\n自分が相手より重いほど威力が上がる。
24,1,488,ニトロチャージ,炎をまとい相手を攻撃する。\n少しのあいだ自分の動きを速くする。
24,1,490,ローキック,素早い動きで相手の足を\nねらって攻撃する。\n少しのあいだ相手の動きを遅くする。
24,1,491,アシッドボム,相手をとかす液体を\n吐きだして攻撃する。\nしばらくのあいだ相手の特防を下げる。
24,1,503,ねっとう,熱く煮えたぎる水を\n相手に発射して攻撃する。\nやけど状態にすることがある。
24,1,509,ともえなげ,相手を後ろに\n大きく投げ飛ばして攻撃する。\n相手の防御を下げることもある。
24,1,521,ボルトチェンジ,攻撃したあと\nものすごいスピードで\nトレーナーの近くにもどってくる。
24,1,523,じならし,地面を踏みならして\n相手を攻撃する。\n少しのあいだ相手の動きを遅くする。
24,1,524,こおりのいぶき,冷たい息を\n相手に吹きつけて攻撃する。\n必ず急所に当たる。
24,1,526,ふるいたてる,自分を奮いたてて\n少しのあいだ攻撃と特攻を上げる。
24,1,527,エレキネット,電気のネットで\n相手を捕まえて攻撃する。\n少しのあいだ相手の動きを遅くする。
24,1,528,ワイルドボルト,電気をまとい相手にぶつかる。\n自分もダメージを受ける。
24,1,529,ドリルライナー,ドリルのように\n体を回転しながら体当たりする。\n急所に当たりやすい。
24,1,530,ダブルチョップ,体の硬い部分で\n相手を２回連続でたたいて攻撃する。
24,1,532,ウッドホーン,つのを突き刺して養分を吸い取る。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,533,せいなるつるぎ,つるぎで切りつけ攻撃する。\n相手の能力変化に\n関係なくダメージを与える。
24,1,535,ヒートスタンプ,燃える体で\n相手にぶつかって攻撃する。\n自分が相手より重いほど威力があがる。
24,1,538,コットンガード,フワフワの綿毛で\n自分の体を包みこんで守る。\nとても長いあいだ自分の防御が上がる。
24,1,540,サイコブレイク,不思議な念波を実体化して攻撃する。\n相手に物理的なダメージを与える。
24,1,542,ぼうふう,強烈な風で相手を\n包みこんで攻撃する。\n相手を混乱させることもある。
24,1,546,テクノバスター,光弾を相手に放出する。\n自分の持つ\nカセットによりタイプが変わる。
24,1,547,いにしえのうた,魅惑のステップで敵の攻撃をかわしつつ\nいにしえのうたで相手の心にうったえて攻撃。\nねむけ状態にすることがある。
24,1,548,しんぴのつるぎ,長いつので切りつけ攻撃する。\nつのがまとった不思議な力は\n物理的なダメージを与える。
24,1,555,バークアウト,まくしたてるように怒鳴りつけて\n少しのあいだ相手の特攻を下げる。
24,1,556,つららおとし,大きな氷柱を\n激しくぶつけて攻撃する。\n相手をひるませることもある。
24,1,560,フライングプレス,空中から相手にダイブする。\nこの技は　かくとうタイプと同時に\nひこうタイプでもある。
24,1,564,ねばねばネット,相手の足下に\nねばねばしたネットを　はりめぐらせ\n踏んだ相手の動きを遅くする。
24,1,566,ゴーストダイブ,闇にまぎれて姿を消し\n少ししてから相手をめがけて攻撃する。\nまもるや　みきりなども無視できる。
24,1,567,ハロウィン,相手をハロウィンに誘う。\n相手のタイプに\nゴーストタイプが追加される。
24,1,570,パラボラチャージ,電撃を放って攻撃する。\n相手に与えたダメージのいくらか\n自分のＨＰを回復できる。
24,1,571,もりののろい,相手に森の呪いをかける。\n相手のタイプに\nくさタイプが追加される。
24,1,573,フリーズドライ,相手を急激に冷やして攻撃する。\nみずタイプにも効果バツグンになり\n相手をこおらせることもある。
24,1,574,チャームボイス,魅惑の鳴き声をだして\n相手に精神的なダメージを与える。
24,1,575,すてゼリフ,すてゼリフで相手を　いかくし\n少しのあいだ相手の攻撃と特攻を下げて\n自分はトレーナーの近くにもどる。
24,1,576,ひっくりかえす,相手にかかっている\nすべての能力変化を\nひっくり返して逆にする。
24,1,577,ドレインキッス,キッスによって相手からＨＰを吸い取り\n自分のＨＰを回復する。
24,1,583,じゃれつく,じゃれついて攻撃。\n相手の攻撃を下げることもある。
24,1,584,ようせいのかぜ,ようせいのかぜを起こし\n相手に吹きつけて攻撃する。
24,1,585,ムーンフォース,月のパワーを借りて\n相手を攻撃する。\n相手の特攻を下げることもある。
24,1,586,ばくおんぱ,すさまじい爆音の\n破壊力によって\n周りにいるものを攻撃する。
24,1,588,キングシールド,相手の攻撃を防ぐと同時に\n防御態勢になる。\n触れた相手の攻撃を下げる。
24,1,591,ダイヤストーム,ダイヤの嵐を巻き起こして攻撃。\n自分の防御が上がることもある。
24,1,592,スチームバースト,ものすごく熱い蒸気を\n相手に浴びせる。\n相手をやけど状態にすることもある。
24,1,593,いじげんホール,異次元ホールで突然\n相手の前に現れ攻撃する。\nまもるや　みきりなども無視できる。
24,1,594,みずしゅりけん,粘液でできた手裏剣を\n５回連続で飛ばして攻撃する。
24,1,595,マジカルフレイム,口から吹き出す特別\n熱い炎で攻撃する。\n少しのあいだ相手の特攻を下げる。
